player_name,position,team_abbr,our_rank,vor,ecr_overall_rank,espn_rank,espn_adp,espn_vs_fp_gap
Tez Johnson,WR,TB,319,-108.12854915641375,302.67,1115.0,169.95,-812.3299999999999
Calvin Austin III,WR,PIT,320,-108.12854915641375,302.91,1122.0,169.96,-819.0899999999999
Seth McGowan,RB,IND,321,-108.73785173591908,284.16,325.0,170.21,-40.839999999999975
Treylon Burks,WR,WAS,324,-109.4529729016197,310.5,1003.0,170.0,-692.5
Bryce Lance,WR,NO,325,-109.4529729016197,302.45,1014.0,169.99,-711.55
Kendre Miller,RB,NO,327,-109.99564543816555,281.7,458.0,170.02,-176.3
Van Jefferson,WR,TEN,329,-110.77739664682564,311.0,980.0,170.01,-669.0
Adam Randall,RB,BAL,330,-110.80373988287056,292.5,350.0,170.22,-57.5
Geno Smith,QB,LV,331,-111.467250821642,235.16,384.0,170.25,-148.84
Isaiah Bond,WR,CLE,332,-112.10182039203158,292.47,1143.0,170.02,-850.53
Cedric Tillman,WR,CLE,333,-112.10182039203158,301.41,1110.0,169.98,-808.5899999999999
Tutu Atwell,WR,LAR,335,-112.61292845366124,323.61,986.0,169.95,-662.39
Devin Singletary,RB,NYG,336,-112.66302138795322,292.4,405.0,170.04,-112.60000000000002
Caleb Douglas,WR,MIA,337,-113.42624413723752,297.66,331.0,170.21,-33.339999999999975
Colbie Young,WR,CIN,338,-113.70336532533548,324.0,1216.0,169.96,-892.0
Brenen Thompson,WR,LAC,340,-113.70336532533548,316.91,1077.0,169.96,-760.0899999999999
Kalif Raymond,WR,DET,342,-113.70336532533548,315.0,991.0,169.95,-676.0
Emari Demercado,RB,ARI,343,-113.76902654490505,286.82,354.0,170.17,-67.18
Fernando Mendoza,QB,LV,344,-113.78752753025944,250.74,323.0,166.18,-72.25999999999999
Isaiah Williams,WR,NYJ,345,-113.81443438664952,312.5,1180.0,169.98,-867.5
Zavion Thomas,WR,CHI,347,-114.79380219700968,316.55,1035.0,169.89,-718.45
Xavier Hutchinson,WR,HOU,349,-114.79380219700968,319.61,1015.0,170.02,-695.39
Dyami Brown,WR,JAX,350,-114.79380219700968,330.33,407.0,170.22,-76.67000000000002
Ashton Dulin,WR,IND,353,-115.88423906868393,321.4,996.0,169.99,-674.6
Jacoby Brissett,QB,ARI,356,-116.34530986508346,196.64,389.0,170.13,-192.36
Tahj Brooks,RB,CIN,357,-116.50645736484636,296.55,432.0,170.11,-135.45
Will Shipley,RB,PHI,358,-117.09823394935498,312.61,404.0,170.05,-91.38999999999999
Cyrus Allen,WR,KC,361,-117.24936670492082,333.8,1153.0,169.98,-819.2
Hunter Luepke,RB,DAL,363,-118.0465750483646,325.67,406.0,170.08,-80.32999999999998
Dont'e Thornton Jr.,WR,LV,365,-118.06511281203234,317.3,1049.0,170.0,-731.7
Xavier Smith,WR,LAR,367,-118.62807585245818,339.0,1116.0,169.96,-777.0
Jordan Whittington,WR,LAR,368,-118.62807585245818,347.45,1017.0,169.92,-669.55
Savion Williams,WR,GB,373,-119.5520994243386,337.58,335.0,170.22,2.579999999999984
Derius Davis,WR,LAC,374,-119.5520994243386,353.0,1195.0,170.03,-842.0
Demarcus Robinson,WR,SF,377,-119.5520994243386,365.33,1219.0,170.0,-853.6700000000001
Nick Westbrook-Ikhine,WR,MIA,380,-120.24598655538075,318.07,394.0,170.28,-75.93
Kevin Coleman Jr.,WR,MIA,381,-120.24598655538075,323.8,987.0,169.98,-663.2
Jahdae Walker,WR,CHI,382,-120.476122996219,335.75,1251.0,169.89,-915.25
Michael Penix Jr.,QB,ATL,386,-120.61236817512744,276.73,440.0,170.09,-163.26999999999998
Trevor Etienne,RB,CAR,388,-120.89159834539348,305.24,400.0,170.04,-94.75999999999999
Greg Dortch,WR,ARI,389,-120.96238759794949,333.43,1158.0,169.97,-824.5699999999999
Anthony Gould,WR,IND,393,-121.40014656809942,374.5,1149.0,169.99,-774.5
Tai Felton,WR,MIN,394,-121.40014656809942,359.33,1238.0,169.94,-878.6700000000001
Jaylin Lane,WR,WAS,396,-122.32417013997984,334.38,983.0,170.0,-648.62
Malik Benson,WR,LV,401,-123.24819371186024,363.33,1160.0,169.99,-796.6700000000001
Jawhar Jordan,RB,HOU,403,-123.49842110958993,327.28,1291.0,169.99,-963.72
Reggie Virgil,WR,ARI,411,-125.09624085562106,358.33,1270.0,169.97,-911.6700000000001
Tua Tagovailoa,QB,MIA,418,-128.7362948235004,269.29,423.0,170.63,-153.70999999999998
Tyler Badie,RB,DEN,423,-130.51644895526113,372.5,431.0,170.1,-58.5
Deshaun Watson,QB,CLE,427,-137.79757805658815,286.96,388.0,170.08,-101.04000000000002
Shedeur Sanders,QB,CLE,428,-147.67022953739422,290.3,429.0,169.48,-138.7
Kirk Cousins,QB,ATL,429,-151.70440598032684,298.96,430.0,169.97,-131.04000000000002
J.J. McCarthy,QB,MIN,430,-161.29449151147065,312.1,448.0,169.79,-135.89999999999998
Mac Jones,QB,SF,431,-180.73317185670555,333.17,455.0,169.91,-121.82999999999998
Carson Beck,QB,ARI,432,-185.69649742859968,328.35,451.0,169.96,-122.64999999999998
Joe Milton III,QB,DAL,433,-192.71795751148417,335.0,482.0,169.95,-147.0
Ty Simpson,QB,LAR,434,-199.7993954274021,336.81,478.0,169.87,-141.19
Anthony Richardson Sr.,QB,IND,435,-201.44796670451524,336.79,479.0,169.99,-142.20999999999998
Riley Leonard,QB,IND,437,-212.059632595218,348.33,480.0,170.0,-131.67000000000002
Justin Fields,QB,NYJ,438,-213.63205652867896,337.66,452.0,169.86,-114.33999999999997
Gardner Minshew II,QB,KC,439,-214.5050647645256,351.0,1286.0,169.96,-935.0
Marcus Mariota,QB,WAS,440,-216.2040602287953,349.71,1212.0,170.02,-862.29
Joe Flacco,QB,CIN,441,-223.09539502771327,360.33,454.0,169.98,-93.67000000000002
Cade Klubnik,QB,NYJ,442,-225.4439926107989,357.0,1268.0,169.93,-911.0
Jameis Winston,QB,NYG,443,-226.00640660443213,358.09,477.0,169.91,-118.91000000000003
Quinn Ewers,QB,MIA,444,-230.9592053971961,365.0,1284.0,169.92,-919.0
