our_rank,player_name,position,team_abbr,vor,projected_ppr_points,games_missed,team_env_adj,projection_source,ecr_overall_rank,ecr_position_rank,value_vs_adp,team_win_total,replacement_points_at_position,proj_pass_yards,proj_pass_tds,proj_rush_yards,proj_rush_tds,proj_rec_yards,proj_rec_tds,proj_receptions
167,Mike Gesicki,TE,CIN,-63.564318672046134,65.8487211836918,0.0,1.1219737500000002,ecr_calibrated,266.52,34.0,99.51999999999998,10.5,130.53501360573793,,,,,,,
168,Alvin Kamara,RB,NO,-64.21212196601802,87.82838144227956,0.0,-1.61203125,ecr_calibrated,150.02,50.0,-17.97999999999999,7.5,150.42847215829758,,,,,,,
169,Travis Hunter,WR,JAX,-64.9973360915713,86.14796678614758,0.0,0.882375,ecr_calibrated,170.27,64.0,1.2700000000000102,9.5,152.02767787771887,,,,,,,
170,Isaac TeSlaa,WR,DET,-65.10389083611042,84.95541204160845,0.0,1.9683750000000002,ecr_calibrated,200.54,73.0,30.539999999999992,10.5,152.02767787771887,,,,,,,
171,Tre' Harris,WR,LAC,-65.10389083611042,84.95541204160845,0.0,1.9683750000000002,ecr_calibrated,179.67,66.0,8.669999999999987,10.5,152.02767787771887,,,,,,,
172,Jonah Coleman,RB,DEN,-65.6643004430141,83.66120296528348,0.0,1.10296875,ecr_calibrated,161.98,51.0,-10.02000000000001,9.5,150.42847215829758,,,,,,,
173,Ryan Flournoy,WR,DAL,-66.18989083611042,84.95541204160845,0.0,0.882375,ecr_calibrated,188.35,68.0,15.349999999999994,9.5,152.02767787771887,,,,,,,
174,Troy Franklin,WR,DEN,-66.18989083611042,84.95541204160845,0.0,0.882375,ecr_calibrated,188.83,69.0,14.830000000000013,9.5,152.02767787771887,,,,,,,
175,Kayshon Boutte,WR,NE,-66.18989083611042,84.95541204160845,0.0,0.882375,ecr_calibrated,192.93,70.0,17.930000000000007,9.5,152.02767787771887,,,,,,,
176,Jaylin Noel,WR,HOU,-66.18989083611042,84.95541204160845,0.0,0.882375,ecr_calibrated,194.49,72.0,18.49000000000001,9.5,152.02767787771887,,,,,,,
177,Tyler Shough,QB,NO,-66.6385397654939,232.39247191011236,0.0,-4.4492062500000005,vegas_prop,122.87,20.0,-54.129999999999995,7.5,294.58180542560626,3600.5,20.5,163.6923076923077,1.7051282051282053,,,
178,Deebo Samuel Sr.,WR,FA,-67.07226583611042,84.95541204160845,0.0,0.0,ecr_calibrated,187.4,67.0,9.400000000000006,,152.02767787771887,,,,,,,
179,Denzel Boston,WR,CLE,-67.25258412771888,88.23671875,0.0,-3.461625,vegas_prop,157.45,59.0,-21.55000000000001,5.5,152.02767787771887,,,,,483.5,3.5,37.7734375
180,Adonai Mitchell,WR,NYJ,-67.76019540436936,87.72910747334952,0.0,-3.461625,ecr_calibrated,169.27,63.0,-10.72999999999999,5.5,152.02767787771887,,,,,,,
181,Keaton Mitchell,RB,LAC,-68.19961978892083,79.76838361937675,0.0,2.4604687500000004,ecr_calibrated,163.01,52.0,-17.99000000000001,10.5,150.42847215829758,,,,,,,
182,Antonio Williams,WR,WAS,-68.36189083611042,84.95541204160845,0.0,-1.289625,ecr_calibrated,193.62,71.0,11.620000000000005,7.5,152.02767787771887,,,,,,,
183,Brandon Aiyuk,WR,SF,-68.98583531577115,81.07346756194772,0.0,1.9683750000000002,ecr_calibrated,209.22,77.0,26.22,10.5,152.02767787771887,,,,,,,
184,Mason Taylor,TE,NYJ,-69.28949605666654,63.218643799071394,0.0,-1.9731262500000002,ecr_calibrated,268.37,35.0,84.37,5.5,130.53501360573793,,,,,,,
185,Jalen Nailor,WR,LV,-69.44789083611042,84.95541204160845,0.0,-2.375625,ecr_calibrated,204.68,75.0,19.680000000000007,6.5,152.02767787771887,,,,,,,
186,Rashod Bateman,WR,BAL,-69.84393931064571,79.12936356707317,0.0,3.0543750000000003,vegas_prop,233.8,86.0,47.80000000000001,11.5,152.02767787771887,,,,,450.5,2.7469512195121952,35.1953125
187,Darnell Mooney,WR,NYG,-69.84899256295616,83.46831031476272,0.0,-1.289625,ecr_calibrated,207.59,76.0,20.590000000000003,7.5,152.02767787771887,,,,,,,
188,Theo Johnson,TE,NYG,-71.20068873012428,60.069411125613634,0.0,-0.73508625,ecr_calibrated,271.07,36.0,83.07,7.5,130.53501360573793,,,,,,,
189,Kimani Vidal,RB,LAC,-71.68282354306024,76.28517986523734,0.0,2.4604687500000004,ecr_calibrated,200.05,58.0,11.050000000000011,10.5,150.42847215829758,,,,,,,
190,Emanuel Wilson,RB,SEA,-71.68282354306024,76.28517986523734,0.0,2.4604687500000004,ecr_calibrated,200.88,59.0,10.879999999999995,10.5,150.42847215829758,,,,,,,
191,Emmett Johnson,RB,KC,-71.68282354306024,76.28517986523734,0.0,2.4604687500000004,ecr_calibrated,196.3,57.0,5.300000000000011,10.5,150.42847215829758,,,,,,,
192,Tank Bigsby,RB,PHI,-71.68282354306024,76.28517986523734,0.0,2.4604687500000004,ecr_calibrated,174.8,55.0,-17.19999999999999,10.5,150.42847215829758,,,,,,,
193,Ray Davis,RB,BUF,-71.69111254789814,76.27689086039943,0.0,2.4604687500000004,ecr_calibrated,203.78,61.0,10.780000000000001,10.5,150.42847215829758,,,,,,,
194,Jake Tonges,TE,SF,-72.741800252611,56.671239603126935,0.0,1.1219737500000002,ecr_calibrated,285.0,37.0,91.0,10.5,130.53501360573793,,,,,,,
195,Pat Bryant,WR,DEN,-72.97377841348941,78.17152446422946,0.0,0.882375,ecr_calibrated,212.02,78.0,17.02000000000001,9.5,152.02767787771887,,,,,,,
196,Dontayvion Wicks,WR,PHI,-75.12865648255638,74.9306463951625,0.0,1.9683750000000002,ecr_calibrated,213.83,79.0,17.830000000000013,10.5,152.02767787771887,,,,,,,
197,Brian Robinson Jr.,RB,ATL,-75.75532354306024,76.28517986523734,0.0,-1.61203125,ecr_calibrated,171.72,54.0,-25.28,7.5,150.42847215829758,,,,,,,
198,Mike Washington Jr.,RB,LV,-77.11282354306024,76.28517986523734,0.0,-2.9695312499999997,ecr_calibrated,202.74,60.0,4.740000000000009,6.5,150.42847215829758,,,,,,,
199,Sean Tucker,RB,TB,-77.29157250505007,73.39143090324751,0.0,-0.25453125,ecr_calibrated,212.6,62.0,13.599999999999994,8.5,150.42847215829758,,,,,,,
200,Darnell Washington,TE,PIT,-77.33982257009835,53.31125728563959,0.0,-0.11606625000000001,ecr_calibrated,290.82,38.0,90.82,8.5,130.53501360573793,,,,,,,
201,Braelon Allen,RB,NYJ,-78.10437599669689,76.6511274116007,0.0,-4.32703125,ecr_calibrated,170.74,53.0,-30.25999999999999,5.5,150.42847215829758,,,,,,,
202,James Conner,RB,ARI,-79.82782354306025,76.28517986523734,0.0,-5.68453125,ecr_calibrated,189.69,56.0,-12.310000000000002,4.5,150.42847215829758,,,,,,,
203,Oscar Delp,TE,NO,-81.05442363301171,50.21567622272622,0.0,-0.73508625,ecr_calibrated,301.1,39.0,98.10000000000002,7.5,130.53501360573793,,,,,,,
204,Max Klare,TE,LAR,-81.22702845462054,47.56699140111739,0.0,1.7409937500000003,ecr_calibrated,303.61,40.0,99.61000000000001,11.5,130.53501360573793,,,,,,,
205,Aaron Rodgers,QB,PIT,-81.8019521250445,213.48235955056177,0.0,-0.70250625,vegas_prop,225.26,28.0,20.25999999999999,8.5,294.58180542560626,3050.5,20.5,163.6923076923077,1.7051282051282053,,,
206,Germie Bernard,WR,PIT,-81.88433260332863,70.34697027439024,0.0,-0.203625,vegas_prop,228.85,85.0,22.849999999999994,8.5,152.02767787771887,,,,,400.5,2.442073170731707,31.2890625
207,Bryce Young,QB,CAR,-82.72625100144899,220.05146067415728,0.0,-8.19590625,vegas_prop,160.24,25.0,-46.75999999999999,6.5,294.58180542560626,3100.5,20.5,224.5,1.5,,,
208,Tyler Higbee,TE,LAR,-82.87901499760396,45.91500485813397,0.0,1.7409937500000003,ecr_calibrated,311.07,43.0,103.07,11.5,130.53501360573793,,,,,,,
209,Elijah Arroyo,TE,SEA,-83.49803499760397,45.91500485813397,0.0,1.1219737500000002,ecr_calibrated,313.23,45.0,104.23000000000002,10.5,130.53501360573793,,,,,,,
210,Dawson Knox,TE,BUF,-83.49803499760397,45.91500485813397,0.0,1.1219737500000002,ecr_calibrated,323.96,49.0,113.95999999999998,10.5,130.53501360573793,,,,,,,
211,Noah Gray,TE,KC,-83.49803499760397,45.91500485813397,0.0,1.1219737500000002,ecr_calibrated,317.07,47.0,106.07,10.5,130.53501360573793,,,,,,,
212,Erick All Jr.,TE,CIN,-83.49803499760397,45.91500485813397,0.0,1.1219737500000002,ecr_calibrated,311.08,44.0,99.07999999999998,10.5,130.53501360573793,,,,,,,
213,Nicholas Singleton,RB,TEN,-83.50799421002797,69.89000919826961,0.0,-2.9695312499999997,ecr_calibrated,213.7,63.0,0.6999999999999886,6.5,150.42847215829758,,,,,,,
214,Cole Kmet,TE,CHI,-84.11705499760396,45.91500485813397,0.0,0.5029537500000001,ecr_calibrated,318.54,48.0,104.54000000000002,9.5,130.53501360573793,,,,,,,
215,Malik Washington,WR,MIA,-85.1385059032573,71.43679697446157,0.0,-4.547625,ecr_calibrated,214.08,80.0,-0.9199999999999875,4.5,152.02767787771887,,,,,,,
216,John Bates,TE,WAS,-85.35509499760396,45.91500485813397,0.0,-0.73508625,ecr_calibrated,316.44,46.0,100.44,7.5,130.53501360573793,,,,,,,
217,Tommy Myers,TE,FA,-85.83173979586624,44.70327380987168,0.0,0.0,ecr_calibrated,327.86,50.0,110.86000000000001,,130.53501360573793,,,,,,,
218,Kaytron Allen,RB,WAS,-85.85993435019836,66.18056905809922,0.0,-1.61203125,ecr_calibrated,218.49,64.0,0.4900000000000091,7.5,150.42847215829758,,,,,,,
219,Michael Mayer,TE,LV,-85.97411499760396,45.91500485813397,0.0,-1.35410625,ecr_calibrated,304.04,41.0,85.04000000000002,6.5,130.53501360573793,,,,,,,
220,Ja'Tavion Sanders,TE,CAR,-85.97411499760396,45.91500485813397,0.0,-1.35410625,ecr_calibrated,309.68,42.0,89.68,6.5,130.53501360573793,,,,,,,
221,Chimere Dike,WR,TEN,-86.6529919983506,67.75031087936827,0.0,-2.375625,ecr_calibrated,222.62,81.0,1.6200000000000045,6.5,152.02767787771887,,,,,,,
222,Tank Dell,WR,HOU,-87.12658747592396,64.01871540179492,0.0,0.882375,ecr_calibrated,225.86,82.0,3.8600000000000136,9.5,152.02767787771887,,,,,,,
223,Justice Hill,RB,BAL,-87.42153410850838,59.18896929978919,0.0,3.8179687500000004,ecr_calibrated,238.07,66.0,15.069999999999993,11.5,150.42847215829758,,,,,,,
224,Taysom Hill,TE,FA,-87.61476492238077,42.92024868335716,0.0,0.0,ecr_calibrated,332.5,51.0,108.5,,130.53501360573793,,,,,,,
225,Cam Ward,QB,TEN,-88.69984650706695,214.07786516853932,0.0,-8.19590625,vegas_prop,153.47,24.0,-71.53,6.5,294.58180542560626,3300.5,18.5,163.6923076923077,1.7051282051282053,,,
226,Jonnu Smith,TE,FA,-89.16712372567474,41.36788988006319,0.0,0.0,ecr_calibrated,334.5,52.0,108.5,,130.53501360573793,,,,,,,
227,Justin Joly,TE,DEN,-89.75699061909067,40.27506923664726,0.0,0.5029537500000001,ecr_calibrated,336.84,53.0,109.83999999999997,9.5,130.53501360573793,,,,,,,
228,Drew Sample,TE,CIN,-89.79205615579515,39.620983699942784,0.0,1.1219737500000002,ecr_calibrated,339.75,54.0,111.75,10.5,130.53501360573793,,,,,,,
229,Elijah Sarratt,WR,BAL,-90.50585124330968,58.4674516344092,0.0,3.0543750000000003,ecr_calibrated,250.45,93.0,21.44999999999999,11.5,152.02767787771887,,,,,,,
230,Tyreek Hill,WR,FA,-91.48601831056772,60.54165956715116,0.0,0.0,ecr_calibrated,227.89,83.0,-2.1100000000000136,,152.02767787771887,,,,,,,
231,De'Zhaun Stribling,WR,SF,-91.59185124330968,58.4674516344092,0.0,1.9683750000000002,ecr_calibrated,236.69,87.0,5.689999999999998,10.5,152.02767787771887,,,,,,,
232,Cooper Kupp,WR,SEA,-91.59185124330968,58.4674516344092,0.0,1.9683750000000002,ecr_calibrated,228.53,84.0,-3.469999999999999,10.5,152.02767787771887,,,,,,,
233,Keon Coleman,WR,BUF,-91.59185124330968,58.4674516344092,0.0,1.9683750000000002,ecr_calibrated,248.38,92.0,15.379999999999995,10.5,152.02767787771887,,,,,,,
234,Tory Horton,WR,SEA,-91.87803896312835,58.18126391459053,0.0,1.9683750000000002,ecr_calibrated,262.9,100.0,28.899999999999977,10.5,152.02767787771887,,,,,,,
235,Tyquan Thornton,WR,KC,-91.87803896312835,58.18126391459053,0.0,1.9683750000000002,ecr_calibrated,271.52,106.0,36.51999999999998,10.5,152.02767787771887,,,,,,,
236,Keenan Allen,WR,LAC,-91.87803896312835,58.18126391459053,0.0,1.9683750000000002,ecr_calibrated,269.29,104.0,33.29000000000002,10.5,152.02767787771887,,,,,,,
237,Andrei Iosivas,WR,CIN,-91.87803896312835,58.18126391459053,0.0,1.9683750000000002,ecr_calibrated,266.6,102.0,29.600000000000023,10.5,152.02767787771887,,,,,,,
238,Christian Kirk,WR,SF,-91.87803896312835,58.18126391459053,0.0,1.9683750000000002,ecr_calibrated,252.13,95.0,14.129999999999995,10.5,152.02767787771887,,,,,,,
239,Noah Fant,TE,NO,-92.08758279219062,39.18251706354731,0.0,-0.73508625,ecr_calibrated,340.65,55.0,101.64999999999998,7.5,130.53501360573793,,,,,,,
240,Eli Raridon,TE,NE,-92.16590417585056,37.86615567988737,0.0,0.5029537500000001,ecr_calibrated,341.72,57.0,101.72000000000003,9.5,130.53501360573793,,,,,,,
241,Kyle Williams,WR,NE,-92.96403896312835,58.18126391459053,0.0,0.882375,ecr_calibrated,268.05,103.0,27.05000000000001,9.5,152.02767787771887,,,,,,,
242,Marvin Mims Jr.,WR,DEN,-92.96403896312835,58.18126391459053,0.0,0.882375,ecr_calibrated,256.26,97.0,14.259999999999991,9.5,152.02767787771887,,,,,,,
243,Tommy Tremble,TE,CAR,-93.21945443373627,38.66966542200165,0.0,-1.35410625,ecr_calibrated,341.17,56.0,98.17000000000002,6.5,130.53501360573793,,,,,,,
244,Durham Smythe,TE,BAL,-93.50003720449794,35.293982651239986,0.0,1.7409937500000003,ecr_calibrated,345.5,59.0,101.5,11.5,130.53501360573793,,,,,,,
245,Jaylen Wright,RB,MIA,-93.56146835432305,62.55153505397453,0.0,-5.68453125,ecr_calibrated,229.65,65.0,-15.349999999999994,4.5,150.42847215829758,,,,,,,
246,Mack Hollins,WR,NE,-93.71794855354082,57.42735432417806,0.0,0.882375,ecr_calibrated,272.31,107.0,26.310000000000002,9.5,152.02767787771887,,,,,,,
247,Darren Waller,TE,FA,-93.82501143366039,36.71000217207754,0.0,0.0,ecr_calibrated,343.86,58.0,96.86000000000001,,130.53501360573793,,,,,,,
248,Ted Hurst III,WR,TB,-94.05003896312834,58.18126391459053,0.0,-0.203625,ecr_calibrated,255.12,96.0,7.1200000000000045,8.5,152.02767787771887,,,,,,,
249,MarShawn Lloyd,RB,GB,-94.24448722464294,53.72351618365464,0.0,2.4604687500000004,ecr_calibrated,243.42,68.0,-5.5800000000000125,10.5,150.42847215829758,,,,,,,
250,Zachariah Branch,WR,ATL,-94.84985124330967,58.4674516344092,0.0,-1.289625,ecr_calibrated,237.14,88.0,-12.860000000000014,7.5,152.02767787771887,,,,,,,
251,Malachi Fields,WR,NYG,-95.13603896312834,58.18126391459053,0.0,-1.289625,ecr_calibrated,252.11,94.0,1.1100000000000136,7.5,152.02767787771887,,,,,,,
252,Darius Slayton,WR,NYG,-95.13603896312834,58.18126391459053,0.0,-1.289625,ecr_calibrated,263.89,101.0,11.889999999999986,7.5,152.02767787771887,,,,,,,
253,Devaughn Vele,WR,NO,-95.13603896312834,58.18126391459053,0.0,-1.289625,ecr_calibrated,271.36,105.0,18.360000000000014,7.5,152.02767787771887,,,,,,,
254,Jack Bech,WR,LV,-95.93585124330967,58.4674516344092,0.0,-2.375625,ecr_calibrated,244.35,91.0,-9.650000000000006,6.5,152.02767787771887,,,,,,,
255,Elic Ayomanor,WR,TEN,-95.93585124330967,58.4674516344092,0.0,-2.375625,ecr_calibrated,240.7,90.0,-14.300000000000011,6.5,152.02767787771887,,,,,,,
256,Ty Johnson,RB,BUF,-96.19921324018692,51.768790168110655,0.0,2.4604687500000004,ecr_calibrated,253.49,69.0,-2.509999999999991,10.5,150.42847215829758,,,,,,,
257,Chris Brazzell II,WR,CAR,-96.22203896312834,58.18126391459053,0.0,-2.375625,ecr_calibrated,259.67,98.0,2.670000000000016,6.5,152.02767787771887,,,,,,,
258,Xavier Legette,WR,CAR,-96.22203896312834,58.18126391459053,0.0,-2.375625,ecr_calibrated,259.67,99.0,1.670000000000016,6.5,152.02767787771887,,,,,,,
259,Skyler Bell,WR,BUF,-96.4335442487767,53.62575862894218,0.0,1.9683750000000002,ecr_calibrated,281.11,108.0,22.110000000000014,10.5,152.02767787771887,,,,,,,
260,Josh Oliver,TE,MIN,-96.84931752693701,33.801762328800926,0.0,-0.11606625000000001,ecr_calibrated,351.4,60.0,91.39999999999998,8.5,130.53501360573793,,,,,,,
261,Chris Bell,WR,MIA,-98.10785124330967,58.4674516344092,0.0,-4.547625,ecr_calibrated,237.39,89.0,-23.610000000000014,4.5,152.02767787771887,,,,,,,
262,Will Dissly,TE,FA,-98.1216706837775,32.41334292196043,0.0,0.0,ecr_calibrated,352.0,61.0,90.0,,130.53501360573793,,,,,,,
263,Ollie Gordon II,RB,MIA,-99.89642834306156,56.21657506523603,0.0,-5.68453125,ecr_calibrated,242.85,67.0,-20.150000000000006,4.5,150.42847215829758,,,,,,,
264,Jaydon Blue,RB,DAL,-99.9262530870802,49.39925032121738,0.0,1.10296875,ecr_calibrated,254.97,71.0,-9.030000000000001,9.5,150.42847215829758,,,,,,,
265,Austin Hooper,TE,ATL,-100.04780046991557,31.22229938582235,0.0,-0.73508625,ecr_calibrated,352.71,62.0,87.70999999999998,7.5,130.53501360573793,,,,,,,
266,Zach Ertz,TE,FA,-100.3301358160528,30.204877789685135,0.0,0.0,ecr_calibrated,354.6,63.0,88.60000000000002,,130.53501360573793,,,,,,,
267,Charlie Kolar,TE,LAC,-101.16492533609286,28.248114519645075,0.0,1.1219737500000002,ecr_calibrated,357.6,65.0,90.60000000000002,10.5,130.53501360573793,,,,,,,
268,Chris Brooks,RB,GB,-101.61096433196188,46.35703907633569,0.0,2.4604687500000004,ecr_calibrated,260.67,75.0,-7.329999999999984,10.5,150.42847215829758,,,,,,,
269,Demond Claiborne,RB,MIN,-101.97688521277148,48.706118195526095,0.0,-0.25453125,ecr_calibrated,255.25,72.0,-13.75,8.5,150.42847215829758,,,,,,,
270,Luke Musgrave,TE,GB,-102.30059080599432,27.11244904974361,0.0,1.1219737500000002,ecr_calibrated,357.69,66.0,87.69,10.5,130.53501360573793,,,,,,,
271,Daniel Bellinger,TE,TEN,-102.63524970164531,29.253870154092617,0.0,-1.35410625,ecr_calibrated,357.33,64.0,86.32999999999998,6.5,130.53501360573793,,,,,,,
272,Hollywood Brown,WR,PHI,-103.00117069169038,47.0581321860285,0.0,1.9683750000000002,ecr_calibrated,283.96,110.0,11.95999999999998,10.5,152.02767787771887,,,,,,,
273,Odell Beckham Jr.,WR,NYG,-103.28317250833652,50.03413036938236,0.0,-1.289625,ecr_calibrated,282.0,109.0,9.0,7.5,152.02767787771887,,,,,,,
274,George Holani,RB,SEA,-103.46033248431391,44.50767092398367,0.0,2.4604687500000004,ecr_calibrated,267.65,79.0,-6.350000000000023,10.5,150.42847215829758,,,,,,,
275,Samaje Perine,RB,CIN,-103.46033248431391,44.50767092398367,0.0,2.4604687500000004,ecr_calibrated,269.0,81.0,-6.0,10.5,150.42847215829758,,,,,,,
276,Jordan James,RB,SF,-103.46033248431391,44.50767092398367,0.0,2.4604687500000004,ecr_calibrated,267.86,80.0,-8.139999999999986,10.5,150.42847215829758,,,,,,,
277,Brashard Smith,RB,KC,-104.00488052014093,43.96312288815664,0.0,2.4604687500000004,ecr_calibrated,275.55,83.0,-1.4499999999999886,10.5,150.42847215829758,,,,,,,
278,Ja'Kobi Lane,WR,BAL,-104.14403178901344,44.82927108870544,0.0,3.0543750000000003,ecr_calibrated,285.4,111.0,7.399999999999977,11.5,152.02767787771887,,,,,,,
279,Michael Trigg,TE,DAL,-104.18448836500188,25.847571490736044,0.0,0.5029537500000001,ecr_calibrated,360.33,67.0,81.32999999999998,9.5,130.53501360573793,,,,,,,
280,Jared Wiley,TE,KC,-104.29081710889255,25.122222746845377,0.0,1.1219737500000002,ecr_calibrated,381.0,79.0,101.0,10.5,130.53501360573793,,,,,,,
281,Tyler Conklin,TE,DET,-104.29081710889255,25.122222746845377,0.0,1.1219737500000002,ecr_calibrated,378.5,78.0,97.5,10.5,130.53501360573793,,,,,,,
282,LeQuint Allen Jr.,RB,JAX,-104.59474255499387,44.730760853303714,0.0,1.10296875,ecr_calibrated,263.46,77.0,-18.54000000000002,9.5,150.42847215829758,,,,,,,
283,Devin Neal,RB,NO,-104.77171766172751,47.26878574657007,0.0,-1.61203125,ecr_calibrated,259.2,74.0,-23.80000000000001,7.5,150.42847215829758,,,,,,,
284,Malik Davis,RB,DAL,-104.81783248431391,44.50767092398367,0.0,1.10296875,ecr_calibrated,273.65,82.0,-10.350000000000023,9.5,150.42847215829758,,,,,,,
285,Devontez Walker,WR,BAL,-104.82584470418766,44.14745817353122,0.0,3.0543750000000003,ecr_calibrated,307.14,130.0,22.139999999999986,11.5,152.02767787771887,,,,,,,
286,Konata Mumpfield,WR,LAR,-104.82584470418766,44.14745817353122,0.0,3.0543750000000003,ecr_calibrated,290.47,113.0,4.470000000000027,11.5,152.02767787771887,,,,,,,
287,Luke Schoonmaker,TE,DAL,-104.90983710889255,25.122222746845377,0.0,0.5029537500000001,ecr_calibrated,365.2,74.0,78.19999999999999,9.5,130.53501360573793,,,,,,,
288,Nate Boerkircher,TE,JAX,-104.90983710889255,25.122222746845377,0.0,0.5029537500000001,ecr_calibrated,361.8,71.0,73.80000000000001,9.5,130.53501360573793,,,,,,,
289,Cade Stover,TE,HOU,-104.90983710889255,25.122222746845377,0.0,0.5029537500000001,ecr_calibrated,364.0,73.0,75.0,9.5,130.53501360573793,,,,,,,
290,Marlin Klein,TE,HOU,-104.90983710889255,25.122222746845377,0.0,0.5029537500000001,ecr_calibrated,362.0,72.0,72.0,9.5,130.53501360573793,,,,,,,
291,Sam Roush,TE,CHI,-104.90983710889255,25.122222746845377,0.0,0.5029537500000001,ecr_calibrated,361.33,70.0,70.32999999999998,9.5,130.53501360573793,,,,,,,
292,Adam Trautman,TE,DEN,-104.90983710889255,25.122222746845377,0.0,0.5029537500000001,ecr_calibrated,360.33,68.0,68.32999999999998,9.5,130.53501360573793,,,,,,,
293,Kaelon Black,RB,SF,-105.06537532596421,42.90262808233336,0.0,2.4604687500000004,ecr_calibrated,278.62,84.0,-14.379999999999995,10.5,150.42847215829758,,,,,,,
294,DJ Giddens,RB,IND,-105.23584667997433,45.44715672832325,0.0,-0.25453125,ecr_calibrated,261.41,76.0,-32.589999999999975,8.5,150.42847215829758,,,,,,,
295,Mo Alie-Cox,TE,IND,-105.52885710889255,25.122222746845377,0.0,-0.11606625000000001,ecr_calibrated,370.5,76.0,75.5,8.5,130.53501360573793,,,,,,,
296,Trey Benson,RB,ARI,-105.75607355388395,50.35692985441363,0.0,-5.68453125,ecr_calibrated,254.0,70.0,-42.0,4.5,150.42847215829758,,,,,,,
297,Jalen Royals,WR,KC,-105.91184470418766,44.14745817353122,0.0,1.9683750000000002,ecr_calibrated,306.05,129.0,9.050000000000011,10.5,152.02767787771887,,,,,,,
298,Joshua Palmer,WR,BUF,-105.91184470418766,44.14745817353122,0.0,1.9683750000000002,ecr_calibrated,291.21,115.0,-6.7900000000000205,10.5,152.02767787771887,,,,,,,
299,Emari Demercado,RB,KC,-106.04154666674785,41.92645674154973,0.0,2.4604687500000004,ecr_calibrated,286.82,91.0,-12.180000000000007,10.5,150.42847215829758,,,,,,,
300,Najee Harris,RB,LAC,-106.04154666674785,41.92645674154973,0.0,2.4604687500000004,ecr_calibrated,281.46,86.0,-18.54000000000002,10.5,150.42847215829758,,,,,,,
301,Kyle Juszczyk,RB,SF,-106.04154666674785,41.92645674154973,0.0,2.4604687500000004,ecr_calibrated,279.86,85.0,-21.139999999999986,10.5,150.42847215829758,,,,,,,
302,Ben Sinnott,TE,WAS,-106.14787710889254,25.122222746845377,0.0,-0.73508625,ecr_calibrated,360.73,69.0,58.73000000000002,7.5,130.53501360573793,,,,,,,
303,Kaleb Johnson,RB,PIT,-106.17533248431391,44.50767092398367,0.0,-0.25453125,ecr_calibrated,264.72,78.0,-38.27999999999997,8.5,150.42847215829758,,,,,,,
304,Thomas Fidone II,TE,NYG,-106.4077322824148,24.86236757332312,0.0,-0.73508625,ecr_calibrated,398.5,80.0,94.5,7.5,130.53501360573793,,,,,,,
305,Malik Willis,QB,MIA,-106.53740381043774,203.73370786516853,0.0,-15.68930625,vegas_prop,135.83,21.0,-169.17,4.5,294.58180542560626,3465.0,14.5,163.6923076923077,1.7051282051282053,,,
306,Isaiah Davis,RB,NYJ,-106.70664064155491,48.048862766742666,0.0,-4.32703125,ecr_calibrated,257.89,73.0,-48.110000000000014,5.5,150.42847215829758,,,,,,,
307,Mitchell Evans,TE,CAR,-106.76689710889255,25.122222746845377,0.0,-1.35410625,ecr_calibrated,378.5,77.0,71.5,6.5,130.53501360573793,,,,,,,
308,KaVontae Turpin,WR,DAL,-106.99784470418766,44.14745817353122,0.0,0.882375,ecr_calibrated,305.42,128.0,-2.579999999999984,9.5,152.02767787771887,,,,,,,
309,DeMario Douglas,WR,NE,-106.99784470418766,44.14745817353122,0.0,0.882375,ecr_calibrated,311.17,134.0,2.170000000000016,9.5,152.02767787771887,,,,,,,
310,Jaleel McLaughlin,RB,DEN,-107.39904666674785,41.92645674154973,0.0,1.10296875,ecr_calibrated,286.21,90.0,-23.79000000000002,9.5,150.42847215829758,,,,,,,
311,Brandin Cooks,WR,FA,-107.88021970418765,44.14745817353122,0.0,0.0,ecr_calibrated,296.0,119.0,-15.0,,152.02767787771887,,,,,,,
312,Devonte Boyd,WR,FA,-107.88021970418765,44.14745817353122,0.0,0.0,ecr_calibrated,293.0,117.0,-19.0,,152.02767787771887,,,,,,,
313,Elijah Higgins,TE,ARI,-108.00493710889255,25.122222746845377,0.0,-2.5921462500000003,ecr_calibrated,369.75,75.0,56.75,4.5,130.53501360573793,,,,,,,
314,Tez Johnson,WR,TB,-108.08384470418765,44.14745817353122,0.0,-0.203625,ecr_calibrated,302.67,126.0,-11.329999999999984,8.5,152.02767787771887,,,,,,,
315,Seth McGowan,RB,IND,-108.75654666674785,41.92645674154973,0.0,-0.25453125,ecr_calibrated,284.16,89.0,-30.839999999999975,8.5,150.42847215829758,,,,,,,
316,Joe Mixon,RB,FA,-109.00093203947907,41.427540118818506,0.0,0.0,ecr_calibrated,292.1,92.0,-23.899999999999977,,150.42847215829758,,,,,,,
317,Luke McCaffrey,WR,WAS,-109.16984470418765,44.14745817353122,0.0,-1.289625,ecr_calibrated,302.28,124.0,-14.720000000000027,7.5,152.02767787771887,,,,,,,
318,Bryce Lance,WR,NO,-109.16984470418765,44.14745817353122,0.0,-1.289625,ecr_calibrated,302.45,125.0,-15.550000000000011,7.5,152.02767787771887,,,,,,,
319,Calvin Austin III,WR,NYG,-109.16984470418765,44.14745817353122,0.0,-1.289625,ecr_calibrated,302.91,127.0,-16.089999999999975,7.5,152.02767787771887,,,,,,,
